N,B,K,C,actual_N,D,nqs_loss,nn_loss,type,chin_loss,train_ind,test_ind,mid_ind,split,nqs_huber_loss,chin_huber_loss
250000,865,6368,920000,217472.0,705064960,4.051926275498177,4.1438822746276855,isoflop,4.192523874470152,True,False,False,train,2.1940704296131876e-05,1.1169813344203251e-05
250000,865,6368,920000,217472.0,705064960,4.051926275498177,4.1438822746276855,isoflop,4.192523874470152,True,False,False,train,2.1940704296131876e-05,1.1169813344203251e-05
500000,610,4055,920000,484096.0,316614400,3.8569687114186015,3.869227886199951,isoflop,3.8683677570144384,True,False,False,train,2.673407488270108e-06,2.471412887466968e-08
500000,610,4055,920000,484096.0,316614400,3.8569687114186015,3.869227886199951,isoflop,3.8683677570144384,True,False,False,train,2.673407488270108e-06,2.471412887466968e-08
1000000,463,2838,920000,911712.0,168191232,3.703127677548421,3.675530910491944,isoflop,3.70697165055497,True,False,False,train,6.980193155590564e-06,8.01768892485083e-06
1000000,463,2838,920000,911712.0,168191232,3.703127677548421,3.675530910491944,isoflop,3.70697165055497,True,False,False,train,6.980193155590564e-06,8.01768892485083e-06
1000000,848,6201,3680000,911712.0,673081344,3.564254743063251,3.5142624378204346,isoflop,3.5080529966374434,True,False,False,train,1.3625313306890374e-05,1.2684887155267059e-06
1000000,848,6201,3680000,911712.0,673081344,3.564254743063251,3.5142624378204346,isoflop,3.5080529966374434,True,False,False,train,1.3625313306890374e-05,1.2684887155267059e-06
2000000,316,1724,920000,2197440.0,69732352,3.6262221774790575,3.616412401199341,isoflop,3.6154981529382,True,False,False,train,2.208898860473097e-06,3.196334292215991e-08
2000000,316,1724,920000,2197440.0,69732352,3.6262221774790575,3.616412401199341,isoflop,3.6154981529382,True,False,False,train,2.208898860473097e-06,3.196334292215991e-08
2000000,578,3772,3680000,2197440.0,279067648,3.431485016287226,3.330634832382202,isoflop,3.329460873421876,True,False,False,train,2.9330190659390967e-05,6.214052161996977e-08
2000000,578,3772,3680000,2197440.0,279067648,3.431485016287226,3.330634832382202,isoflop,3.329460873421876,True,False,False,train,2.9330190659390967e-05,6.214052161996977e-08
2000000,1056,8246,14700000,2197440.0,1114595328,3.31365708476903,3.190852642059326,isoflop,3.1682115006910365,True,False,False,train,3.726427193355802e-05,6.6209336887614325e-06
2000000,1056,8246,14700000,2197440.0,1114595328,3.31365708476903,3.190852642059326,isoflop,3.1682115006910365,True,False,False,train,3.726427193355802e-05,6.6209336887614325e-06
2000000,1934,18074,59000000,2197440.0,4474254848,3.268903006261132,3.1012086868286133,isoflop,3.076891044867474,True,False,False,train,5.216252205719657e-05,7.372248297078554e-06
2000000,1934,18074,59000000,2197440.0,4474254848,3.268903006261132,3.1012086868286133,isoflop,3.076891044867474,True,False,False,train,5.216252205719657e-05,7.372248297078554e-06
4000000,234,1171,920000,4369568.0,35073792,3.576732113856768,3.6576504707336426,isoflop,3.6533963726602647,True,False,False,train,2.1871427206828054e-05,6.637453964155054e-07
4000000,234,1171,920000,4369568.0,35073792,3.576732113856768,3.6576504707336426,isoflop,3.6533963726602647,True,False,False,train,2.1871427206828054e-05,6.637453964155054e-07
4000000,428,2563,3680000,4369568.0,140411392,3.329024808988005,3.27344274520874,isoflop,3.273537696798542,True,False,False,train,1.6337152593446535e-05,4.2068050825326776e-10
4000000,428,2563,3680000,4369568.0,140411392,3.329024808988005,3.27344274520874,isoflop,3.273537696798542,True,False,False,train,1.6337152593446535e-05,4.2068050825326776e-10
4000000,783,5594,14700000,4369568.0,560653056,3.165220204043689,3.0600175857543945,isoflop,3.0594958782897628,True,False,False,train,3.330196498693633e-05,1.4536180592010492e-08
4000000,783,5594,14700000,4369568.0,560653056,3.165220204043689,3.0600175857543945,isoflop,3.0594958782897628,True,False,False,train,3.330196498693633e-05,1.4536180592010492e-08
4000000,1434,12258,59000000,4369568.0,2249980416,3.0766515839574264,2.9406659603118896,isoflop,2.938264476053034,True,False,False,train,4.47057847332572e-05,3.3372818757069263e-07
4000000,1434,12258,59000000,4369568.0,2249980416,3.0766515839574264,2.9406659603118896,isoflop,2.938264476053034,True,False,False,train,4.47057847332572e-05,3.3372818757069263e-07
8000000,183,847,920000,7723008.0,19840128,3.5774279555367983,3.763655185699463,isoflop,3.7641389177453695,True,False,False,train,5.024651502069027e-05,8.258558532859354e-09
8000000,183,847,920000,7723008.0,19840128,3.5774279555367983,3.763655185699463,isoflop,3.7641389177453695,True,False,False,train,5.024651502069027e-05,8.258558532859354e-09
8000000,334,1856,3680000,7723008.0,79347712,3.265592631882643,3.3205113410949707,isoflop,3.2838862796850994,True,False,False,train,1.6177532682857877e-05,1.059122707799881e-05
8000000,334,1856,3680000,7723008.0,79347712,3.265592631882643,3.3205113410949707,isoflop,3.2838862796850994,True,False,False,train,1.6177532682857877e-05,1.059122707799881e-05
8000000,611,4057,14700000,7723008.0,317289856,3.0513545587560085,3.011070251464844,isoflop,3.012810717106404,True,False,False,train,1.2790028820052147e-05,1.6695835811043037e-07
8000000,611,4057,14700000,7723008.0,317289856,3.0513545587560085,3.011070251464844,isoflop,3.012810717106404,True,False,False,train,1.2790028820052147e-05,1.6695835811043037e-07
8000000,1119,8890,59000000,7723008.0,1273332480,2.918730716660078,2.840320348739624,isoflop,2.859486605080769,True,False,False,train,2.6731991037712566e-05,6.225255341343272e-06
8000000,1119,8890,59000000,7723008.0,1273332480,2.918730716660078,2.840320348739624,isoflop,2.859486605080769,True,False,False,train,2.6731991037712566e-05,6.225255341343272e-06
8000000,2046,19444,236000000,7723008.0,5092150272,2.8576814397344785,2.747063398361206,isoflop,2.773221394169088,False,False,True,mid,3.897812466753975e-05,8.977116697420796e-06
16000000,134,565,920000,15877200.0,9690880,3.717128185923152,3.893961191177368,isoflop,4.019343268033785,True,False,False,train,4.5975563473819646e-05,3.119158253708204e-05
16000000,134,565,920000,15877200.0,9690880,3.717128185923152,3.893961191177368,isoflop,4.019343268033785,True,False,False,train,4.5975563473819646e-05,3.119158253708204e-05
16000000,244,1237,3680000,15877200.0,38633984,3.3080577982439063,3.373067617416382,isoflop,3.3750220027347924,True,False,False,train,1.896135327695564e-05,1.677601166629106e-07
16000000,244,1237,3680000,15877200.0,38633984,3.3080577982439063,3.373067617416382,isoflop,3.3750220027347924,True,False,False,train,1.896135327695564e-05,1.677601166629106e-07
16000000,446,2705,14700000,15877200.0,154423040,3.017352727208575,3.008141040802002,isoflop,3.010319264750954,True,False,False,train,2.5575730181512386e-06,2.619776788537956e-07
16000000,446,2705,14700000,15877200.0,154423040,3.017352727208575,3.008141040802002,isoflop,3.010319264750954,True,False,False,train,2.5575730181512386e-06,2.619776788537956e-07
16000000,818,5918,59000000,15877200.0,619638272,2.8227733588275408,2.7724592685699463,isoflop,2.8039727383262725,True,False,False,train,1.748511334032815e-05,1.0802497795895761e-05
16000000,818,5918,59000000,15877200.0,619638272,2.8227733588275408,2.7724592685699463,isoflop,2.8039727383262725,True,False,False,train,1.748511334032815e-05,1.0802497795895761e-05
16000000,1495,12943,236000000,15877200.0,2476772480,2.7115497389302305,2.638253927230835,isoflop,2.6878905698093947,False,False,True,mid,2.6903023684055005e-05,1.8139404053680363e-05
16000000,2734,28318,944000000,15877200.0,9909940736,2.6627331769000504,2.562262296676636,isoflop,2.622312875178536,False,False,True,mid,3.7962527489912745e-05,2.266612725113365e-05
32000000,185,862,3680000,29987232.0,20412160,3.42961791139499,3.523257255554199,isoflop,3.5390419947125222,True,False,False,train,2.6437059544888566e-05,3.970149135140877e-06
32000000,185,862,3680000,29987232.0,20412160,3.42961791139499,3.523257255554199,isoflop,3.5390419947125222,True,False,False,train,2.6437059544888566e-05,3.970149135140877e-06
32000000,338,1886,14700000,29987232.0,81595904,3.051154850599912,3.058268547058105,isoflop,3.0645109880583146,True,False,False,train,1.8287630305008911e-06,1.5390880081015973e-06
32000000,338,1886,14700000,29987232.0,81595904,3.051154850599912,3.058268547058105,isoflop,3.0645109880583146,True,False,False,train,1.8287630305008911e-06,1.5390880081015973e-06
32000000,620,4135,59000000,29987232.0,328153600,2.783610770326182,2.767575263977051,isoflop,2.7957222155650205,True,False,False,train,5.277342302115018e-06,9.618887893149075e-06
32000000,620,4135,59000000,29987232.0,328153600,2.783610770326182,2.767575263977051,isoflop,2.7957222155650205,True,False,False,train,5.277342302115018e-06,9.618887893149075e-06
32000000,1133,9042,236000000,29987232.0,1311307008,2.6111846982112263,2.582885265350342,isoflop,2.6448579909664405,False,False,True,mid,1.0396931727571114e-05,2.321028027034061e-05
32000000,2073,19776,944000000,29987232.0,5247442944,2.5203898231604427,2.475144624710083,isoflop,2.559602480951082,False,False,True,mid,1.7614752750397535e-05,3.305313701592677e-05
32000000,3793,43278,3780000000,29987232.0,21011642112,2.4844406610727177,2.39976167678833,isoflop,2.5114721715962647,False,True,False,test,3.4178117040479403e-05,4.49996726698822e-05
64000000,133,565,3680000,63790848.0,9618560,3.6973520697571294,3.820277452468872,isoflop,3.851745949536168,True,False,False,train,3.220614489410151e-05,7.703487371366779e-06
64000000,133,565,3680000,63790848.0,9618560,3.6973520697571294,3.820277452468872,isoflop,3.851745949536168,True,False,False,train,3.220614489410151e-05,7.703487371366779e-06
64000000,244,1232,14700000,63790848.0,38477824,3.206274512727708,3.2212471961975098,isoflop,3.2042387880472964,True,False,False,train,4.158937372926441e-06,4.7940580421545475e-06
64000000,244,1232,14700000,63790848.0,38477824,3.206274512727708,3.2212471961975098,isoflop,3.2042387880472964,True,False,False,train,4.158937372926441e-06,4.7940580421545475e-06
64000000,446,2699,59000000,63790848.0,154080512,2.846685051353565,2.8363614082336426,isoflop,2.838568712070198,True,False,False,train,3.1331409743324273e-06,3.025751376620585e-07
64000000,446,2699,59000000,63790848.0,154080512,2.846685051353565,2.8363614082336426,isoflop,2.838568712070198,True,False,False,train,3.1331409743324273e-06,3.025751376620585e-07
64000000,816,5903,236000000,63790848.0,616556544,2.5937573278569017,2.570287704467773,isoflop,2.6323376798023173,False,False,True,mid,8.589690285496222e-06,2.3354463125619228e-05
64000000,1492,12918,944000000,63790848.0,2467027968,2.434118562384773,2.410891532897949,isoflop,2.5159515645539656,False,False,True,mid,9.088094543118263e-06,4.215447792256438e-05
64000000,2730,28263,3780000000,63790848.0,9876222720,2.3524287666719017,2.3070130348205566,isoflop,2.450248395281006,False,True,False,test,1.8994682884110602e-05,5.973577595349061e-05
64000000,4990,61766,15100000000,63790848.0,39451179520,2.323672624011233,2.2394676208496094,isoflop,2.4132178177501467,False,True,False,test,3.641079324629954e-05,7.422288265521265e-05
64000000,9134,135200,60500000000,63790848.0,158069350400,2.3189138075306257,2.207321882247925,isoflop,2.3922700745305514,False,True,False,test,4.881892693837392e-05,7.996277443010685e-05
128000000,184,860,14700000,121123072.0,20254720,3.422352794514806,3.493612289428711,isoflop,3.40141894115788,True,False,False,train,2.010797472394027e-05,2.6243560684242774e-05
128000000,184,860,14700000,121123072.0,20254720,3.422352794514806,3.493612289428711,isoflop,3.40141894115788,True,False,False,train,2.010797472394027e-05,2.6243560684242774e-05
128000000,338,1878,59000000,121123072.0,81249792,2.9712317796263346,2.958954095840454,isoflop,2.924481043754615,True,False,False,train,3.6407475537040827e-06,1.12188158904451e-05
128000000,338,1878,59000000,121123072.0,81249792,2.9712317796263346,2.958954095840454,isoflop,2.924481043754615,True,False,False,train,3.6407475537040827e-06,1.12188158904451e-05
128000000,617,4110,236000000,121123072.0,324591360,2.6415314846038376,2.6198623180389404,isoflop,2.6561762386980114,False,False,True,mid,7.737090739851682e-06,1.3265818318906553e-05
128000000,1128,8993,944000000,121123072.0,1298445312,2.4080943776587977,2.3970651626586914,isoflop,2.504545395339768,False,False,True,mid,4.090579886544654e-06,4.336209898936955e-05
128000000,2065,19674,3780000000,121123072.0,5200231680,2.2655953140147918,2.2616961002349854,isoflop,2.4189050473759104,False,True,False,test,1.2225375559691835e-06,6.669995937635704e-05
128000000,3775,43003,15100000000,121123072.0,20779049600,2.1965304332790216,2.160145998001098,isoflop,2.370649000985725,False,True,False,test,1.6203228609928233e-05,9.248794665901922e-05
128000000,6909,94137,60500000000,121123072.0,83250244224,2.1757646206897903,2.1008901596069336,isoflop,2.3433600555295984,False,True,False,test,3.4519012061549336e-05,0.00010872468014474118
256000000,134,564,14700000,252798416.0,9673728,3.7504297071545327,3.829614400863648,isoflop,3.7384324937753135,True,False,False,train,2.039369750634984e-05,2.359771523846227e-05
256000000,134,564,14700000,252798416.0,9673728,3.7504297071545327,3.829614400863648,isoflop,3.7384324937753135,True,False,False,train,2.039369750634984e-05,2.359771523846227e-05
256000000,245,1242,59000000,252798416.0,38949120,3.19712029341175,3.295794010162353,isoflop,3.0902251174879174,True,False,False,train,2.98966168411689e-05,6.390317136552664e-05
256000000,245,1242,59000000,252798416.0,38949120,3.19712029341175,3.295794010162353,isoflop,3.0902251174879174,True,False,False,train,2.98966168411689e-05,6.390317136552664e-05
256000000,448,2713,236000000,252798416.0,155574272,2.783091662052133,2.78518295288086,isoflop,2.726878056080411,False,False,True,mid,2.8210943498451835e-07,2.0656177837533762e-05
256000000,819,5940,944000000,252798416.0,622702080,2.4735428043286234,2.441052198410034,isoflop,2.521436562555962,False,False,True,mid,1.2722281492864752e-05,3.1899628395380796e-05
256000000,1499,12992,3780000000,252798416.0,2492801024,2.254300016486664,2.251399517059326,isoflop,2.4054962788318885,False,True,False,test,7.874803596643059e-07,6.57042047828213e-05
256000000,2740,28383,15100000000,252798416.0,9954485760,2.120145529100061,2.116562366485596,isoflop,2.340161610551904,False,True,False,test,1.1914847835131085e-06,9.992674397689066e-05
256000000,5014,62150,60500000000,252798416.0,39887372800,2.0575349813919663,2.02454137802124,isoflop,2.303190149844155,False,True,False,test,1.5665460397631447e-05,0.0001284519886619318
512000000,599,3952,944000000,519186432.0,303007744,2.606710709908831,2.6404452323913574,isoflop,2.5726118687979227,False,False,True,mid,1.2358389440903117e-05,2.5525877377985118e-05
512000000,1095,8654,3780000000,519186432.0,1212944640,2.317719981157629,2.2939155101776123,isoflop,2.416557440203778,False,True,False,test,9.823748460741022e-06,5.158379477678149e-05
512000000,2003,18908,15100000000,519186432.0,4847708672,2.1130930109445254,2.1188433170318604,isoflop,2.32857430824672,False,True,False,test,2.217578517552943e-06,9.388586081340328e-05
512000000,3665,41399,60500000000,519186432.0,19421098880,1.9869601958698515,1.985023856163025,isoflop,2.278830996613564,False,True,False,test,4.753113388596919e-07,0.000137531658411494
1024000000,1473,12693,15100000000,1051646976.0,2393188992,2.174485458377026,2.162545919418335,isoflop,2.3351705353314625,False,True,False,test,5.005871680656415e-06,7.629872884562111e-05
1024000000,2695,27794,60500000000,1051646976.0,9587818240,1.982581739202454,1.973216772079468,isoflop,2.268611857402549,False,True,False,test,4.234813763618284e-06,0.0001390030375978059
2048000000,1099,8681,15100000000,2060953600.0,1221173632,2.2819798500116075,2.709017276763916,isoflop,2.359535661112082,False,True,False,test,0.00017104251919331653,0.00013762109471270506
2048000000,2011,19007,60500000000,2060953600.0,4892553856,2.037077179989475,2.1012773513793945,isoflop,2.271682790222373,False,True,False,test,3.052939680004513e-05,7.747545175765452e-05
10000000,384,320000,940000000,10171392.0,15728640000,2.7751222876633133,2.632584571838379,isotoken,2.683847647708409,False,True,False,test,5.222872328943989e-05,1.8785363785040087e-05
10000000,768,160000,940000000,10171392.0,15728640000,2.7734510234118,2.6316826343536377,isotoken,2.683847647708409,False,True,False,test,5.1968975051095604e-05,1.9128027809581173e-05
10000000,1536,80000,940000000,10171392.0,15728640000,2.772881221497058,2.637547016143799,isotoken,2.683847647708409,False,True,False,test,4.9537607111425684e-05,1.6902129680079814e-05
10000000,3072,40000,940000000,10171392.0,15728640000,2.776638778234733,2.64854383468628,isotoken,2.683847647708409,False,True,False,test,4.6731130982278826e-05,1.2741461724582293e-05
10000000,6144,20000,940000000,10171392.0,15728640000,2.796659042984702,2.65970230102539,isotoken,2.683847647708409,False,True,False,test,4.971130619581093e-05,8.537254726772637e-06
10000000,12288,10000,940000000,10171392.0,15728640000,2.847873767770137,2.690234899520874,isotoken,2.683847647708409,False,True,False,test,5.644415640975692e-05,1.8770586937881256e-06
10000000,24576,5000,940000000,10171392.0,15728640000,2.953488677419825,2.748302698135376,isotoken,2.683847647708409,False,True,False,test,7.15035536897008e-05,2.323206610422074e-05
10000000,49152,2500,940000000,10171392.0,15728640000,3.1195279383100853,2.8607027530670166,isotoken,2.683847647708409,False,True,False,test,8.611437604675149e-05,6.331585815420555e-05
10000000,98304,1250,940000000,10171392.0,15728640000,3.3519910962451576,3.063674211502075,isotoken,2.683847647708409,False,True,False,test,8.943960797847289e-05,0.00013186346403692346
10000000,196608,625,940000000,10171392.0,15728640000,3.65622228892311,3.3924367427825928,isotoken,2.683847647708409,False,True,False,test,7.438198651356704e-05,0.00023379701200832044
10000000,393216,313,950000000,10171392.0,15753805824,4.036240164729239,3.7987852096557617,isotoken,2.6838013499016813,False,True,False,test,6.0132272398871925e-05,0.0003469471302876576
10000000,192,160000,240000000,10171392.0,3932160000,2.778482363129271,2.68318772315979,isotoken,2.738032094369594,False,True,False,test,3.4399329465577725e-05,1.9733911998176925e-05
10000000,384,80000,240000000,10171392.0,3932160000,2.7754456922944417,2.689140558242798,isotoken,2.738032094369594,False,True,False,test,3.108969665055888e-05,1.7517801139916358e-05
10000000,768,40000,240000000,10171392.0,3932160000,2.7780207044608973,2.695758581161499,isotoken,2.738032094369594,False,True,False,test,2.955905532049802e-05,1.5059806633648643e-05
10000000,1536,20000,240000000,10171392.0,3932160000,2.7974609622897395,2.6975772380828857,isotoken,2.738032094369594,False,True,False,test,3.585815565799927e-05,1.438539767738506e-05
10000000,3072,10000,240000000,10171392.0,3932160000,2.8483713862413227,2.7222256660461426,isotoken,2.738032094369594,False,True,False,test,4.479758222860414e-05,5.2896433353750165e-06
10000000,6144,5000,240000000,10171392.0,3932160000,2.953813782909763,2.77849555015564,isotoken,2.738032094369594,False,True,False,test,6.0687530952353966e-05,1.4170163581772532e-05
10000000,12288,2500,240000000,10171392.0,3932160000,3.1197468217932247,2.8825876712799072,isotoken,2.738032094369594,False,True,False,test,7.856346395439857e-05,5.094893908605042e-05
10000000,24576,1250,240000000,10171392.0,3932160000,3.3521410679247774,3.078185796737671,isotoken,2.738032094369594,False,True,False,test,8.475887002971145e-05,0.00011660094778047342
10000000,49152,625,240000000,10171392.0,3932160000,3.6563214350664737,3.419505834579468,isotoken,2.738032094369594,False,True,False,test,6.646152178172743e-05,0.00022175659919418918
10000000,98304,312,240000000,10171392.0,3925868544,4.038240311753777,3.861030340194702,isotoken,2.7381143023144907,False,True,False,test,4.4374955319371026e-05,0.00034316460272944456
10000000,196608,156,240000000,10171392.0,3925868544,4.501950734977096,4.370802879333496,isotoken,2.7381143023144907,False,True,False,test,2.906408202529648e-05,0.00046717724483995624
10000000,48,160000,59000000,10171392.0,983040000,2.798606867411048,2.7705628871917725,isotoken,2.8340266239676604,True,False,False,train,9.57123808250121e-06,2.2148027780658886e-05
10000000,96,80000,59000000,10171392.0,983040000,2.785703366138695,2.7687368392944336,isotoken,2.8340266239676604,True,False,False,train,5.609195161281722e-06,2.2807334210586727e-05
10000000,192,40000,59000000,10171392.0,983040000,2.783548356281634,2.775090217590332,isotoken,2.8340266239676604,True,False,False,train,2.543243451322564e-06,2.0515278195067656e-05
10000000,384,20000,59000000,10171392.0,983040000,2.8006686236659526,2.78394103050232,isotoken,2.8340266239676604,True,False,False,train,5.490622165383152e-06,1.7330975032964603e-05
10000000,768,10000,59000000,10171392.0,983040000,2.850361853644582,2.797574281692505,isotoken,2.8340266239676604,True,False,False,train,1.8193238676867895e-05,1.2445821973114224e-05
10000000,1536,5000,59000000,10171392.0,983040000,2.955114201514036,2.841461181640625,isotoken,2.8340266239676604,True,False,False,train,3.8718876544995005e-05,2.1198847323952725e-06
10000000,3072,2500,59000000,10171392.0,983040000,3.12062235365661,2.929311037063598,isotoken,2.8340266239676604,True,False,False,train,6.276519981018185e-05,3.256871873672401e-05
10000000,6144,1250,59000000,10171392.0,983040000,3.352740953311826,3.096064567565918,isotoken,2.8340266239676604,True,False,False,train,7.914639564938781e-05,8.793327495860276e-05
10000000,12288,625,59000000,10171392.0,983040000,3.656718018903475,3.433868408203125,isotoken,2.8340266239676604,True,False,False,train,6.237858750220355e-05,0.00019148890576568207
10000000,24576,313,59000000,10171392.0,984612864,4.036581513522701,3.847842216491699,isotoken,2.8338813110904746,True,False,False,train,4.738564582591337e-05,0.00030536526789022784
10000000,49152,156,59000000,10171392.0,981467136,4.502139301158615,4.409134864807129,isotoken,2.83417226563212,True,False,False,train,2.0374189633770524e-05,0.0004414285696795028
10000000,98304,78,59000000,10171392.0,981467136,5.0537346219992925,4.8686137199401855,isotoken,2.83417226563212,True,False,False,train,3.6818259603624336e-05,0.0005405593147219358
10000000,48,40000,15000000,10171392.0,245760000,2.805658114246727,2.919383764266968,isotoken,3.004092948910961,True,False,False,train,3.923442108349179e-05,2.8103120764310707e-05
10000000,96,20000,15000000,10171392.0,245760000,2.813499015658272,2.927408695220948,isotoken,3.004092948910961,True,False,False,train,3.918871732388779e-05,2.535804778665457e-05
10000000,192,10000,15000000,10171392.0,245760000,2.858323619549126,2.939060926437378,isotoken,3.004092948910961,True,False,False,train,2.7354811581411676e-05,2.1385557586841963e-05
10000000,384,5000,15000000,10171392.0,245760000,2.960315822242152,2.9785048961639404,isotoken,3.004092948910961,True,False,False,train,5.625502573011143e-06,8.054213217182304e-06
10000000,768,2500,15000000,10171392.0,245760000,3.124124448002796,3.0484282970428467,isotoken,3.004092948910961,True,False,False,train,2.4027921937189e-05,1.4150470217359102e-05
10000000,1536,1250,15000000,10171392.0,245760000,3.3551404735577526,3.179990291595459,isotoken,3.004092948910961,True,False,False,train,5.311549562999435e-05,5.640246869211846e-05
10000000,3072,625,15000000,10171392.0,245760000,3.658304342467988,3.46268081665039,isotoken,3.004092948910961,True,False,False,train,5.445665408636685e-05,0.00014156741642733746
10000000,6144,313,15000000,10171392.0,246153216,4.0376738222303015,3.871474981307984,isotoken,3.003835508960024,True,False,False,train,4.1533173017432816e-05,0.0002532455914844446
10000000,12288,156,15000000,10171392.0,245366784,4.502893561744945,4.484762668609619,isotoken,3.0043509713497083,True,False,False,train,3.5346264399742093e-06,0.0004001240156650627
10000000,24576,78,15000000,10171392.0,245366784,5.054239262508106,4.875792503356934,isotoken,3.0043509713497083,True,False,False,train,3.544469303317282e-05,0.00048372109428116046
10000000,48,10000,3700000,10171392.0,61440000,2.89016902350955,3.153156280517578,isotoken,3.3053867309714637,True,False,False,train,8.658895893435708e-05,4.664953537580513e-05
10000000,96,5000,3700000,10171392.0,61440000,2.9811214460573803,3.183351516723633,isotoken,3.3053867309714637,True,False,False,train,6.513502396253762e-05,3.711890249973221e-05
10000000,192,2500,3700000,10171392.0,61440000,3.138132295672646,3.2490904331207275,isotoken,3.3053867309714637,True,False,False,train,3.424727778455655e-05,1.6678389928167448e-05
10000000,384,1250,3700000,10171392.0,61440000,3.3647382137189386,3.380913496017456,isotoken,3.3053867309714637,True,False,False,train,4.295774818035836e-06,2.209245770609031e-05
10000000,768,625,3700000,10171392.0,61440000,3.6646494481987526,3.574624538421631,isotoken,3.3053867309714637,True,False,False,train,2.4372535837887177e-05,7.780666604508862e-05
10000000,1536,313,3700000,10171392.0,61538304,4.042042943824154,3.9669268131256095,isotoken,3.3049306438742843,True,False,False,train,1.8258550885027205e-05,0.00018207620456836367
10000000,3072,156,3700000,10171392.0,61341696,4.505910537856925,4.439056873321533,isotoken,3.305843850018709,True,False,False,train,1.444804984662279e-05,0.00029425017197799215
10000000,6144,78,3700000,10171392.0,61341696,5.056257789070478,4.838035106658936,isotoken,3.305843850018709,True,False,False,train,4.36179737051669e-05,0.0003803169026178547
10000000,12288,39,3700000,10171392.0,61341696,5.701313530379792,5.4544453620910645,isotoken,3.305843850018709,True,False,False,train,4.3765653246603924e-05,0.0005002391729879457
10000000,24,5000,920000,10171392.0,15360000,3.064330191005909,3.5472400188446045,isotoken,3.8391663792268513,True,False,False,train,0.00014584083086781425,7.858541266088132e-05
10000000,48,2500,920000,10171392.0,15360000,3.1941552110961853,3.5741004943847656,isotoken,3.8391663792268513,True,False,False,train,0.00011189089133002845,7.104171976488555e-05
10000000,96,1250,920000,10171392.0,15360000,3.4031237221437234,3.652743577957153,isotoken,3.8391663792268513,True,False,False,train,7.028479878518262e-05,4.9276703860113125e-05
10000000,192,625,920000,10171392.0,15360000,3.6900268552359288,3.828984260559082,isotoken,3.8391663792268513,True,False,False,train,3.6465826031180926e-05,2.155692390607589e-06
10000000,384,313,920000,10171392.0,15384576,4.059517618729657,4.116951942443848,isotoken,3.838358363845184,True,False,False,train,1.3548916330507532e-05,6.956830398842068e-05
10000000,768,156,920000,10171392.0,15335424,4.517977382731988,4.496960163116455,isotoken,3.839976222837234,True,False,False,train,4.162762795016872e-06,0.00015743547459185286
10000000,1536,78,920000,10171392.0,15335424,5.0643313278245365,4.911468982696533,isotoken,3.839976222837234,True,False,False,train,3.014903191456847e-05,0.0002456069042614019
10000000,3072,39,920000,10171392.0,15335424,5.70656539824889,5.477995872497559,isotoken,3.839976222837234,True,False,False,train,4.0378018882336774e-05,0.00035477314276074296
